Episode,Reward
1,7.807530776008597
2,32.82752883267772
3,10.347357159081472
4,14.9621395962248
5,19.178629101937933
6,9.102797054278339
7,21.85626589083283
8,29.543850046122127
9,31.316014678953906
10,30.772785876438224
11,7.135538069967581
12,9.549987115747193
13,26.356482570051952
14,6.229640673730541
15,17.190773078388155
16,19.536623378323448
17,27.556725080188638
18,20.132213455665536
19,6.609507760315735
20,6.3805247418369575
21,6.165719188413946
22,10.389254408937765
23,23.149084276628216
24,13.60425534852503
25,13.491448529411283
26,8.00430105156639
27,10.59988160886764
28,19.320641121904465
29,6.112441810130236
30,5.1392245887391095
31,13.722426438355468
32,12.17446066541429
33,11.047626460152886
34,28.503172143541804
35,18.439187346648424
36,14.007528760448452
37,43.533679208100914
38,9.385974792474608
39,12.244314289260611
40,12.40060856052895
41,20.523769182960347
42,12.246858171308812
43,7.711723237780296
44,5.3985768848556726
45,7.924797499492531
46,7.857289869567143
47,7.834083591600035
48,5.923071533296669
49,21.787364093704976
50,9.142405013443485
51,49.808290201369864
52,34.725580335829214
53,12.33379499701398
54,12.121811350863297
55,8.892832394915317
56,10.30942056167126
57,5.797210115911227
58,6.361377602878548
59,13.335624294585251
60,8.316831799818958
61,14.581203507085386
62,23.972077623697178
63,21.230618987928377
64,22.57877393473921
65,8.357186558950382
66,8.513774302485405
67,15.702741533946574
68,8.137174158449277
69,20.030774213446186
70,21.73284116115311
71,39.18327700408438
72,8.765981483748616
73,8.423853847060167
74,19.5646517935906
75,14.347832302200144
76,27.83314569040885
77,13.242718819900842
78,7.594818666212324
79,18.506778423645535
80,6.09967702635144
81,6.699628992567028
82,7.732372248695049
83,7.44119522271638
84,14.90092433869372
85,19.132047942656268
86,15.685118158283643
87,7.926813447257918
88,15.606133692588438
89,7.680713547707472
90,16.628653708231106
91,10.996913495998403
92,29.169744298480758
93,9.305720468470644
94,34.979012137230214
95,20.059903782986968
96,25.38250533720979
97,7.319436340604429
98,13.688490565145928
99,9.691852516838873
100,14.197114999975735
101,12.839359401265526
102,16.736173250757414
103,20.330925166285486
104,31.65493344615608
105,28.523951103963288
106,14.745901159595478
107,10.033910362044889
108,20.80195244946598
109,26.39861081355341
110,12.237903497442986
111,15.02700156521307
112,14.68948731358084
113,26.464324298733512
114,33.33084079670388
115,10.147524597825495
116,5.224758694272399
117,31.952355933487368
118,13.706917750031064
119,14.710555762281052
120,35.13965098487081
121,36.45306663637161
122,30.606891913623276
123,8.224776685048013
124,24.91618563310633
125,8.373415943459918
126,18.64024329780396
127,25.20653457210145
128,16.36161338082332
129,17.929159858242613
130,13.730040972819413
131,16.308012948950115
132,20.933192593580582
133,14.94899554738633
134,41.64122868657956
135,7.399638927336774
136,9.110568351897054
137,6.5674352405808865
138,11.318061153956597
139,8.515195156641077
140,8.336628593913535
141,13.28018019901539
142,7.201263905626753
143,7.0758881647455985
144,9.674756210255543
145,11.699261721156452
146,27.05068230280147
147,10.086893151957804
148,6.528277494348849
149,41.283380663168735
150,16.789479443978227
151,36.14466677545911
152,21.23279421739117
153,8.557929876480816
154,20.777751763535136
155,12.739558082208378
156,53.19959851884064
157,10.632114934351916
158,9.638505717484707
159,37.71248113599942
160,17.772014767684112
161,21.05948094527681
162,27.46440666542056
163,28.738850708507343
164,31.170252043383602
165,11.313993440536809
166,15.329373723386595
167,25.5376853391881
168,12.255267998704994
169,40.58755032109477
170,23.915193550224494
171,35.497655459779736
172,9.155522172400298
173,32.50294497656233
174,19.46621964378572
175,10.889435799649076
176,8.98662608165139
177,18.55613512272607
178,20.465093554022683
179,22.661946424672465
180,58.72197765340425
181,0.2940790455715816
182,36.83504460400894
183,10.726689022835496
184,11.645240971205354
185,11.07577160362327
186,10.360938994288226
187,24.59101100503314
188,21.80813475405932
