0,313984.000393793,4161343.2014577,0,2.41908677969846,-9.13536467441454E-19
1,313983.925378127,4161343.26758401,0,2.41910577097174,0.000379825489008
2,313983.850359959,4161343.33370745,0,2.41916274480552,0.000759651255443
3,313983.775336786,4161343.39982519,0,2.41925770124081,0.001139477560297
4,313983.700306106,4161343.46593435,0,2.41939064034319,0.00151930463168
5,313983.625265416,4161343.53203208,0,2.41956156219873,0.001899132648389
6,313983.550212214,4161343.59811552,0,2.41977046690824,0.002278961723465
7,313983.475143998,4161343.66418182,0,2.42001735457984,0.002658791887755
8,313983.400058265,4161343.73022812,0,2.42030222531996,0.003038623073468
9,313983.324952513,4161343.79625155,0,2.42062507922263,0.003418455097739
10,313983.249824239,4161343.86224927,0,2.42098591635715,0.003798287646186
11,313983.174671439,4161343.92821899,0,2.42135511314499,0.003405001996646
12,313983.09949621,4161343.99416311,0,2.42166416268518,0.002775988356804
13,313983.024302671,4161344.06008637,0,2.42191031075028,0.002146972723818
14,313982.949094952,4161344.12599351,0,2.42209355720457,0.001517956321108
15,313982.873877186,4161344.19188927,0,2.42221390202133,0.000888940117252
16,313982.798653504,4161344.2577784,0,2.42227134526105,0.000259924900649
17,313982.723428036,4161344.32366563,0,2.42226588705716,-0.000369088645824
18,313982.648204916,4161344.38955572,0,2.42219752760924,-0.000998099870148
19,313982.572988275,4161344.45545339,0,2.4220662671836,-0.001627108076503
20,313982.497782243,4161344.52136341,0,2.42187210612146,-0.002256112450609
21,313982.422590954,4161344.5872905,0,2.4216150448545,-0.002885111985072
22,313982.34741879,4161344.65323968,0,2.42128288193357,-0.00378750712617
23,313982.27227153,4161344.7192174,0,2.42085736650674,-0.004722803377378
24,313982.197155432,4161344.78523061,0,2.42033832079525,-0.005658113472788
25,313982.122076755,4161344.85128625,0,2.41972574324052,-0.006593440668472
26,313982.047041758,4161344.91739129,0,2.41901963203058,-0.007528786735676
27,313981.972056699,4161344.98355267,0,2.41821998526078,-0.008464151715261
28,313981.897127837,4161345.04977734,0,2.41732680111915,-0.009399533672091
29,313981.822261431,4161345.11607226,0,2.41634007809627,-0.010334928449389
30,313981.74746374,4161345.18244438,0,2.41525981521971,-0.011270329423088
31,313981.672741021,4161345.24890064,0,2.41408601231305,-0.012205727256235
32,313981.59809953,4161345.315448,0,2.41282044851859,-0.012882640373137
33,313981.523542471,4161345.38208999,0,2.41157933837348,-0.011939559976918
